Index,id,title,lon,lat,state,city,county,neighborhood,description,price,baths,beds,num_of_units,sqft,lot_size,days_on_market,year_built,tax,tax_history,videos,virtual_tours,parking_spots,parking_type,walkscore,mls_id,image,extra_images,zipcode,address,type,property_type,property_sub_type,status,listhub_key,broker_name,broker_number,broker_url,source,mls_name,original_source,architecture_style,has_pool,is_water_front,heating_system,cooling_system,view_type,schools,parcel_number,neighborhood_id,url,disclaimer,listing_date,modification_timestamp,created_at,updated_at
10,5289577,6447 W 83rd Street,-118.401001,33.96409988,CA,Los Angeles,,Westchester,"Beautiful recently renovated 3 bed 2 bath home located in prime Westchester location. This home has been upgraded with the best! Updated kitchen with new stainless steal appliances, new hardwood floors, new paint, new fixtures and tile in baths. Master bedroom is spacious with its own bath and french doors leading out to the huge back yard. Two car detached garage. Washer/Dryer.",3695,2,3,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/Postlets/RT15445349/0000_665750242_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/6447-W-83rd-Street-Los-Angeles-CA-90045--4dkssgfgmd1ja,,,,2018-07-05T05:48:19.000Z,2020-10-15T05:34:22.000Z
11,5289578,8323 Stewart Avenue,-118.4079971,33.96260071,CA,Los Angeles,,Westchester,"Sparkling, fresh, and newly remodeled Kentwood home on a LMU adjacent street. This light and airy 3 bedroom, 1 bath with a large lot has all the right amenities and space to just move in and enjoy. The interior features include a living room with a big sunny bay window, fireplace with mantle and a dining area that opens to the tastefully designed granite kitchen. There is a full service laundry room with storage. The bedrooms are well laid out and have mirrored closets. Throughout the home are new windows, new electrical service, laminate floors, interior and exterior paint, original details, plus much more. The private backyard is the perfect California oasis with mature citrus and fruit trees.",3700,1,3,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/NRTCalifornia/mlsId15-926895/0000_743210690_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/8323-Stewart-Avenue-Los-Angeles-CA-90045--1u8sa3a4d0661,,,,2018-07-05T05:48:19.000Z,2020-10-15T05:34:22.000Z
12,5289579,6501 W 83rd Street,-118.4020004,33.96409988,CA,Los Angeles,,Westchester,"Available 7/23 - Asking $3,775/month Move into this freshly remodeled property located in one of the most prestigious neighborhoods in the heart of Silicon Beach. No more struggling to find parking! New high end appliances throughout - 36"" refrigerator, stove, dishwasher, and high capacity washer & dryer. -Located in the heart of Silicon Beach -New Stainless Steel Kitchen Appliances - Dishwasher, Refrigerator, and Stove -New High Capacity Washer & Dryer -Freshly painted throughout -Recessed lighting in all rooms -Oak hardwood floors throughout -Includes Gardener Washer - LG - WT4970CW ($720) Dryer - LG - DLG1102W ($630) Dishwasher - LG - LDF777WST ($810) Refrigerator - Samsung - RS25J500DST ($1,000) -Available 7/23 - 12month min. lease -Cats ok (1), sorry - No Dogs -This is the front/downstairs unit of a duplex. Owner occupies the back unit. -Good credit is a must Please contact by phone or email. I am a licensed broker in the state of California. Michael Perkins Lic ... (show more) ense #01923742 (CA)",3775,2,3,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/Postlets/RT14663370/0000_797106678_medium.jpg,,90045,"Los Angeles, CA 90045",apartment,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/6501-W-83rd-Street-Los-Angeles-CA-90045--ysqyf3yjpmgt,,,,2018-07-05T05:48:19.000Z,2020-10-15T05:10:14.000Z
13,5289580,6548 W 80th Place,-118.4039993,33.96590042,CA,Los Angeles,,Westchester,"Beautifully maintained, traditional mid-century home. 1690 sqft., Central A/C and heat, 2 car garage, hardwood floors and new paint thru-out. * Huge living room with open dining area, large windows on 2 sides, glass chandelier, and a wall of mirrors. * All bedrooms have large closets, ceiling fans, lots of light. Master bedroom w/ en-suite 3/4 bath. Full size bath in hallway. * Kitchen w/ beautiful custom wood cabinets, center island with storage, and white tile countertops that complement appliances: range, microwave, and dishwasher. Laundry closet with W/D. * From kitchen/family room, wall-to-wall sliding glass doors open onto the grassy backyard with patio space. * Two car garage, at the end of a long driveway, with ample space for storage as well as parking. (Note: Walls for privacy, but backyard is NOT fully enclosed.) * Will consider ONE small pet, with deposit and references, but prefer no dogs. Owner pays gardener; tenant pays all utilities. ** Visit our website for more detai ... (show more) ls and photos! ** Located across from the Wright Middle & Magnet Schools, and close to Kentwood Elementary School. There is easy access to LAX, freeways, and only minutes from the new Playa Vista Whole Foods & movie theatre, as well as a Vons, Trader Joe's, and a variety of local dining & shopping.",3995,2,3,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/Postlets/RT15450510/0000_1508882266_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/6548-W-80th-Place-Los-Angeles-CA-90045--5rf1eehutrfw,,,,2018-07-05T05:48:19.000Z,2020-10-15T05:34:22.000Z
14,5289581,7004 W 85th Street,-118.4140015,33.96039963,CA,Los Angeles,,Westchester,"Welcome home to this wonderful and updated 3 bedroom 3 bath, two story Nantucket Style Charmer. Located in the highly desirable Kentwood neighborhood of Westchester. This lovingly maintained residence has a beautifully updated cooks kitchen with granite counters, newer appliances and cabinets galore which overlooks the huge dining room/family room. The family room has vaulted wood beamed ceilings and gorgeous custom built in shelving. Entertain in the separate spacious living room with fireplace which also has space enough for a dining table. The 2nd floor features the oversized master bedroom which is a true retreat from the hectic pace of life. The master bedroom has its own bathroom and large cedar walk-in closet. Downstairs you will find hardwood flooring, two additional large bedrooms each with their own bathroom and berber carpeting, a separate laundry room off the family room, a spacious patio and well landscaped grassy backyard, plus a two car garage complete this perfect gem ... (show more) . The beautifully landscaped lawn is the envy of the neighborhood. Amenities: * Carpet, hardwood, and tile floors * Quiet Kentwood neighborhood * Refrigerator, stove, microwave & dishwasher * Gorgeous grassy backyard, garden area plus patio * Wood burning fireplace * Washer and dryer hookups * Tenant pays all utilities excluding gardener * May consider small dog with deposit * 2-car garage plus ample street parking * NO STUDENTS PLEASE",4195,3,3,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/Postlets/RT7984336/0000_796427165_medium.jpg,,90045,"Westchester, CA 90045",single_home,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/7004-W-85th-Street-Westchester-CA-90045--4cq5gcgxtr092,,,,2018-07-05T05:48:19.000Z,2020-10-15T05:34:22.000Z
15,5289582,6921 W 85th Place,-118.4120026,33.96060181,CA,Los Angeles,,Westchester,"Located in the desirable Kentwood neighborhood of Westchester, this home features 3 bedrooms, 2 full baths, hardwood floors, and lush backyard ready for entertaining. The remodeled kitchen includes stainless steel appliances, a separate desk/workspace area, ample cabinet space and granite counter tops including a large peninsula for everyone to gather around. The large master suite is highlighted by two large closets, french doors opening to the backyard and a spacious bathroom with jacuzzi tub and travertine shower. The home is close to shops, restaurants and beaches, as well as Playa Vista and Playa del Rey. Owner prefers to leave furnished or partially furnished. Owner would like to use garage for the year but will consider otherwise. 1400 square feet. Will consider 1 cat or 1 dog. One year lease only. $4500/month.",4500,2,3,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/Postlets/RT14601480/0000_1984589291_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/6921-W-85th-Place-Los-Angeles-CA-90045--3ts0n9nvnmx6s,,,,2018-07-05T05:48:20.000Z,2020-10-15T05:34:22.000Z
16,5289583,6446 W 85th Street,-118.401001,33.96110153,CA,Los Angeles,,Westchester,"FOR SALE OR LEASE--MUST SEE! BEAUTIFUL KENTWOOD AREA OF WESTCHESTER-GREAT SCHOOLS. RECENTLY UPDATED. COMPLETELY RENOVATED KITCHEN WITH NEW GRANITE COUNTERTOPS, NEW FLOORING, ALL NEW STAINLESS APPLIANCES. HARDWOOD FLOORS THROUGHOUT. 3 BEDROOMS WITH 2 BATHS. SPACIOUS AND PRIVATE BACKYARD. A LOT OF STORAGE. TENANT PAYS ALL UTILITIES -LANDLORD PAYS GARDENER. VERY NEAR SHOPS AND RESTAURANTS BUT QUIET AND SERENE. FRUIT AND AVOCADO TREE. CALL THIS YOUR HOME! PRIVATE BACKYARD",4450,2,3,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/Postlets/RT15612906/0000_1020480584_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/6446-W-85th-Street-Los-Angeles-CA-90045--58vdgr0tw39cs,,,,2018-07-05T05:48:20.000Z,2020-10-15T05:34:22.000Z
17,5289585,8408 Airlane Avenue,-118.3899994,33.9620018,CA,Los Angeles,,Westchester,"This is the ultimate Silicon Beach rental that encompasses a welcoming entry living room, a gourmet kitchen that opens to a dining area, a large family room with fireplace, a pool, a large 2 car garage and the property sits on a 12,300 sqft corner lot! The house has 3 bedrooms and 3 bathrooms with a detached guest bedroom with its own bathroom. This home is located close to popular shops, restaurants and minutes from Runway at Playa Vista. Don''t miss out on this great property, call today to schedule a showing!",4695,4,4,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/DiverseSolutionsMls1416/133982687/0000_1285946183_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,out of market range,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/8408-Airlane-Avenue-Los-Angeles-CA-90045--8851d38mep32,,,,2018-07-05T05:48:20.000Z,2020-10-15T05:34:22.000Z
18,5289587,6371 W 80th Place,-118.3990021,33.96640015,CA,Los Angeles,,Westchester,"NEWLY REMODELED!! BEAUTIFUL SINGLE STORY HOUSE 2 BEDROOMS + 2 BATHROOMS WITH 1 CAR GARAGE. HIGHLY DESIRABLE NEIGHBORHOOD AND NATURALLY BRIGHT INSIDE DUE TO MANY NEW DOUBLE PANE WINDOWS. SPACIOUS LIVING ROOM & NEW WOOD FLOOR W/RECESSED LIGHTING. NEW KITCHEN CABINETS, NEW GRANITE COUNTER TOP W/NEW TILE FLOOR. TWO FIREPLACE IN LIVING ROOM & FAMILY ROOM AND NEW FRESHLY PAINT. FULLY REMODELED!! EASY ACCESS TO SHOPPING AND FREEWAY. MUCH MORE... A MUST SEE!!",4750,2,2,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/CalRETechServices/PW15223538/0000_992962796_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,out of market range,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/6371-W-80th-Place-Los-Angeles-CA-90045--20ecmaa6mu37g,,,,2018-07-05T05:48:21.000Z,2020-10-15T05:34:22.000Z
19,5289588,6370 W 78th Street,-118.3990021,33.97119904,CA,Los Angeles,,Westchester,"Stunning newly remodeled North Kentwood home on extra large lot. Home features 3 bedrooms, 2 of which are bedroom suites. The remodeled master suite has his and hers closets, marble counter tops in the bath with double sinks, a jewel box vaulted ceiling and custom cabinets. The master bedroom features a wood planked raised ceiling, crown molding and a custom built in TV. The smaller suite has an attached 3/4 remodeled bath with a separate entrance off the laundry room. Gourmet kitchen has a Thermador gas cook top, granite counter tops and breakfast nook. The open living and dining room layout features enormous picture windows leading out to a cozy covered patio with flowering vines and gardens. The fenced backyard is completely surrounded with tall privacy plantings and graced with a large flower shaped pool and spa. There is plenty of parking with a 2 car garage and long driveway. Overall this home has the charm and appeal of great Westchester living.",5500,2,3,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/NRTCalifornia/mlsId15-914523/0000_1358559829_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,out of market range,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/6370-W-78th-Street-Los-Angeles-CA-90045--54eueufur0swn,,,,2018-07-05T05:48:21.000Z,2020-10-15T05:34:22.000Z
20,5067699,"Condominium - North Hills, CA",-118.4695435,34.23643112,CA,Los Angeles,LOS ANGELES,North Hills,"Newer condo complex completed July 2019. 2 bedroom 2 Bath with approx 1,255 square feet. Priced at $2,300.  1 level (no stairs) with elevator to subterranean parking. Each unit has its own washer, dryer and refrigerator. Large master bedroom with walk in closet.",2300,2,2,,1255,13485,71,2018,,,,,2,Covered,,SR20244814,http://photos.listhub.net/CRISNETCA/SR20244814/1?lm=20201123T033904,"http://photos.listhub.net/CRISNETCA/SR20244814/1?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/2?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/3?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/4?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/5?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/6?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/7?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/8?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/9?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/10?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/11?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/12?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/13?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/14?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/15?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/16?lm=20201123T033904,http://photos.listhub.net/CRISNETCA/SR20244814/17?lm=20201123T033904",91343,9126 Langdon Avenue,apartment,Rental,Condominium,out of market range,3yd-CRISNETCA-SR20244814,Rodeo Realty,(310) 471-2600,http://www.rodeore.com,Rodeo Realty,CRIS-Net Regional MLS (Southland),Listhub,Other,,,,Central A/C,"Mountain,Valley","[{""category"":""Elementary"",""name"":null,""district"":""Los Angeles Unified""},{""category"":""High"",""name"":null,""district"":""Los Angeles Unified""},{""category"":""JuniorHigh"",""name"":null,""district"":""Los Angeles Unified""},{""category"":""Middle"",""name"":null,""district"":""Los Angeles Unified""}]",2656026027,13017,https://listings.listhub.net/pages/CRISNETCA/SR20244814/?channel=mashv,Copyright Â© 2021 CRIS-Net Regional MLS (Southland). All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.,2020-11-21T00:00:00.000Z,2021-01-25T19:31:39.000Z,2018-06-27T07:06:10.000Z,2021-01-31T11:07:07.000Z
21,5103449,15906 Devonshire Street,-118.4779968,34.25699997,CA,Los Angeles,,North Hills,"Cute Spanish home in Granada Hills, 2 beds and 1 bath home, light and bright house with a lot of window, Living room with wood floor and beautiful fire place, Formal dining, great size kitchen with white tile, good size of beds and big back yard with a lot of trees. Near to store, restaurant, school, and free way.",2100,1,2,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/Postlets/RT14221983/0000_1301502243_medium.jpg,,91344,"Granada Hills, CA 91344",single_home,,,out of market range,,,,,,,,,,,,,,,,13017,http://hotpads.com/rentals/15906-Devonshire-Street-Granada-Hills-CA-91344--43wynnuv9nk8e,,,,2018-07-01T16:08:01.000Z,2020-10-15T05:34:32.000Z
