id,propertyId,source,neighborhood_id,description,Title,nightPrice,numOfBaths,numOfBeds,Price,address,neighborhood,city,zip,propertyType,lat,lon,capacityOfPeople,numOfRooms,reviewsCount,startRating,occupancy,nightsBooked,clean_mthly_price
5289581,,Regular,7877,"Welcome home to this wonderful and updated 3 bedroom 3 bath, two story Nantucket Style Charmer. Located in the highly desirable Kentwood neighborhood of Westchester. This lovingly maintained residence has a beautifully updated cooks kitchen with granite counters, newer appliances and cabinets galore which overlooks the huge dining room/family room. The family room has vaulted wood beamed ceilings and gorgeous custom built in shelving. Entertain in the separate spacious living room with fireplace which also has space enough for a dining table. The 2nd floor features the oversized master bedroom which is a true retreat from the hectic pace of life. The master bedroom has its own bathroom and large cedar walk-in closet. Downstairs you will find hardwood flooring, two additional large bedrooms each with their own bathroom and berber carpeting, a separate laundry room off the family room, a spacious patio and well landscaped grassy backyard, plus a two car garage complete this perfect gem ... (show more) . The beautifully landscaped lawn is the envy of the neighborhood. Amenities: * Carpet, hardwood, and tile floors * Quiet Kentwood neighborhood * Refrigerator, stove, microwave & dishwasher * Gorgeous grassy backyard, garden area plus patio * Wood burning fireplace * Washer and dryer hookups * Tenant pays all utilities excluding gardener * May consider small dog with deposit * 2-car garage plus ample street parking * NO STUDENTS PLEASE",7004 W 85th Street,,3,3,4195,"Westchester, CA 90045",Westchester,Los Angeles,90045,single_home,33.96039963,-118.4140015,,,,,,,
5289582,,Regular,7877,"Located in the desirable Kentwood neighborhood of Westchester, this home features 3 bedrooms, 2 full baths, hardwood floors, and lush backyard ready for entertaining. The remodeled kitchen includes stainless steel appliances, a separate desk/workspace area, ample cabinet space and granite counter tops including a large peninsula for everyone to gather around. The large master suite is highlighted by two large closets, french doors opening to the backyard and a spacious bathroom with jacuzzi tub and travertine shower. The home is close to shops, restaurants and beaches, as well as Playa Vista and Playa del Rey. Owner prefers to leave furnished or partially furnished. Owner would like to use garage for the year but will consider otherwise. 1400 square feet. Will consider 1 cat or 1 dog. One year lease only. $4500/month.",6921 W 85th Place,,2,3,4500,"Los Angeles, CA 90045",Westchester,Los Angeles,90045,single_home,33.96060181,-118.4120026,,,,,,,
5289583,,Regular,7877,"FOR SALE OR LEASE--MUST SEE! BEAUTIFUL KENTWOOD AREA OF WESTCHESTER-GREAT SCHOOLS. RECENTLY UPDATED. COMPLETELY RENOVATED KITCHEN WITH NEW GRANITE COUNTERTOPS, NEW FLOORING, ALL NEW STAINLESS APPLIANCES. HARDWOOD FLOORS THROUGHOUT. 3 BEDROOMS WITH 2 BATHS. SPACIOUS AND PRIVATE BACKYARD. A LOT OF STORAGE. TENANT PAYS ALL UTILITIES -LANDLORD PAYS GARDENER. VERY NEAR SHOPS AND RESTAURANTS BUT QUIET AND SERENE. FRUIT AND AVOCADO TREE. CALL THIS YOUR HOME! PRIVATE BACKYARD",6446 W 85th Street,,2,3,4450,"Los Angeles, CA 90045",Westchester,Los Angeles,90045,single_home,33.96110153,-118.401001,,,,,,,
5289585,,Regular,7877,"This is the ultimate Silicon Beach rental that encompasses a welcoming entry living room, a gourmet kitchen that opens to a dining area, a large family room with fireplace, a pool, a large 2 car garage and the property sits on a 12,300 sqft corner lot! The house has 3 bedrooms and 3 bathrooms with a detached guest bedroom with its own bathroom. This home is located close to popular shops, restaurants and minutes from Runway at Playa Vista. Don''t miss out on this great property, call today to schedule a showing!",8408 Airlane Avenue,,4,4,4695,"Los Angeles, CA 90045",Westchester,Los Angeles,90045,single_home,33.9620018,-118.3899994,,,,,,,
5289587,,Regular,7877,"NEWLY REMODELED!! BEAUTIFUL SINGLE STORY HOUSE 2 BEDROOMS + 2 BATHROOMS WITH 1 CAR GARAGE. HIGHLY DESIRABLE NEIGHBORHOOD AND NATURALLY BRIGHT INSIDE DUE TO MANY NEW DOUBLE PANE WINDOWS. SPACIOUS LIVING ROOM & NEW WOOD FLOOR W/RECESSED LIGHTING. NEW KITCHEN CABINETS, NEW GRANITE COUNTER TOP W/NEW TILE FLOOR. TWO FIREPLACE IN LIVING ROOM & FAMILY ROOM AND NEW FRESHLY PAINT. FULLY REMODELED!! EASY ACCESS TO SHOPPING AND FREEWAY. MUCH MORE... A MUST SEE!!",6371 W 80th Place,,2,2,4750,"Los Angeles, CA 90045",Westchester,Los Angeles,90045,single_home,33.96640015,-118.3990021,,,,,,,
5289588,,Regular,7877,"Stunning newly remodeled North Kentwood home on extra large lot. Home features 3 bedrooms, 2 of which are bedroom suites. The remodeled master suite has his and hers closets, marble counter tops in the bath with double sinks, a jewel box vaulted ceiling and custom cabinets. The master bedroom features a wood planked raised ceiling, crown molding and a custom built in TV. The smaller suite has an attached 3/4 remodeled bath with a separate entrance off the laundry room. Gourmet kitchen has a Thermador gas cook top, granite counter tops and breakfast nook. The open living and dining room layout features enormous picture windows leading out to a cozy covered patio with flowering vines and gardens. The fenced backyard is completely surrounded with tall privacy plantings and graced with a large flower shaped pool and spa. There is plenty of parking with a 2 car garage and long driveway. Overall this home has the charm and appeal of great Westchester living.",6370 W 78th Street,,2,3,5500,"Los Angeles, CA 90045",Westchester,Los Angeles,90045,single_home,33.97119904,-118.3990021,,,,,,,
5067699,,Regular,13017,"Newer condo complex completed July 2019. 2 bedroom 2 Bath with approx 1,255 square feet. Priced at $2,300.  1 level (no stairs) with elevator to subterranean parking. Each unit has its own washer, dryer and refrigerator. Large master bedroom with walk in closet.","Condominium - North Hills, CA",,2,2,2300,9126 Langdon Avenue,North Hills,Los Angeles,91343,apartment,34.23643112,-118.4695435,,,,,,,
5103449,,Regular,13017,"Cute Spanish home in Granada Hills, 2 beds and 1 bath home, light and bright house with a lot of window, Living room with wood floor and beautiful fire place, Formal dining, great size kitchen with white tile, good size of beds and big back yard with a lot of trees. Near to store, restaurant, school, and free way.",15906 Devonshire Street,,1,2,2100,"Granada Hills, CA 91344",North Hills,Los Angeles,91344,single_home,34.25699997,-118.4779968,,,,,,,
5289589,,Regular,13017,"Beautiful 1 Bedroom, 1 Bathroom Apartments for Rent Beautiful Apartments For Rent Stop in today to view your new apartment home in North Hills, California. Jade Apartments provides great community amenities and each apartment home offers spacious floor plans that you'll truly love. All eyes on our well kept apartment landscaping as well the many photos of the apartment interiors. We're sure that your experience of living in North Hills, California at the Jade Apartments will be something to treasure. Gated Community 24/7 Affordable Housing Large kitchen with an abundance of counter top space Swimming pool Laundry Room Covered Parking Gated Parking Nearby Mission College Ceiling fans & heat and air 405 FWY access on the corner Public Transportation Close by Near to Schools, Shopping & Freeways Jade Apartments Convenience & Style Enjoy the swimming pool on a hot day! Did we mention that Jade Apartments is situated nearby Mission College & the 405 FWY? We're sure you'll enjoy makin ... (show more) g us your choice for an apartment home where the friendly management are more than willing to enhance your living atmosphere and care for your needs. Great Lifestyle Living In North Hills There's a lot to do nearby Jade Apartments Homes! Choose from the City of North Hills many attractions, classic local entertainment, North Hills diners and specialty cafe's, outdoor activities and close proximity to colleges located around North Hills California for your career & education advancement. http www.jadeapts.com Manager- Leticia Serrano",9139 Sepulveda Boulevard #30,,1,1,900,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23680115,-118.4680023,,,,,,,
5289590,,Regular,13017,"Beautiful 1 Bedroom, 1 Bathroom Apartments for Rent Beautiful Apartments For Rent Stop in today to view your new apartment home in North Hills, California. Jade Apartments provides great community amenities and each apartment home offers spacious floor plans that you'll truly love. All eyes on our well kept apartment landscaping as well the many photos of the apartment interiors. We're sure that your experience of living in North Hills, California at the Jade Apartments will be something to treasure. Gated Community 24/7 Affordable Housing Large kitchen with an abundance of counter top space Swimming pool Laundry Room Covered Parking Gated Parking Nearby Mission College Ceiling fans & heat and air 405 FWY access on the corner Public Transportation Close by Near to Schools, Shopping & Freeways Jade Apartments Convenience & Style Enjoy the swimming pool on a hot day! Did we mention that Jade Apartments is situated nearby Mission College & the 405 FWY? We're sure you'll enjoy makin ... (show more) g us your choice for an apartment home where the friendly management are more than willing to enhance your living atmosphere and care for your needs. Great Lifestyle Living In North Hills There's a lot to do nearby Jade Apartments Homes! Choose from the City of North Hills many attractions, classic local entertainment, North Hills diners and specialty cafe's, outdoor activities and close proximity to colleges located around North Hills California for your career & education advancement. http www.jadeapts.com Manager- Leticia Serrano",9139 Sepulveda Boulevard #31,,1,1,900,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23680115,-118.4680023,,,,,,,
5289591,,Regular,13017,Great Courtyard Building! Sparkling Pool! Great Location! Close to Cal State Northridge! Great Up and Coming Area! Freeway close for instant to access to everywhere! No Pets,15525 Nordhoff Street #37,,1,1,945,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23609924,-118.4710007,,,,,,,
5289592,,Regular,13017,Spacious 1 Bed 1 Bath Apt. Please contact me on site property Manager Elizabeth 213-570-6352. Only one Apartment Left!,8644 Parthenia Place,,1,1,975,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.22880173,-118.4649963,,,,,,,
5289593,,Regular,13017,Great Courtyard Building! Sparkling Pool! Great Location! Close to Cal State Northridge! Great Up and Coming Area! Freeway close for instant to access to everywhere! No Pets,15525 Nordhoff Street #40,,1,1,995,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23609924,-118.4710007,,,,,,,
5289594,,Regular,13017,"Great Courtyard Building! Sparkling Pool! Great Location! Close to Cal State Northridge! Great Up and Coming Area! Freeway close for instant to access to everywhere! Incredible Large Unit! This is the rear corner unit on the top floor. We are remohabbing this unit so the unit will be completely refreshed with new paint, laminate wood flooring, counters and other improvments, No Pets",15525 Nordhoff Street #25,,1,1,995,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23609924,-118.4710007,,,,,,,
5289595,,Regular,13017,"Move In Special! $200 Rent Credit Off The First 6 Months! Totally Remodelled! Great Courtyard Building! Sparkling Pool! Great Location! Close to Cal State Northridge! Great Up and Coming Area! Freeway close for instant to access to everywhere! Rent amount including credit for the first 6 months will be $1,145 7th month credit ends. Offer Only Available With Approved Credit. Incredible Townhouse Unit! Great Views! First floor has great atrium with 2 story stairwell and lots of light. Second floor has 2 bedrooms and 1 bathroom with great closets. There is aqccess to the unit from th second floor. Both floors have airconditioning. We are remohabbing this unit so the unit will be completely refreshed with new paint, laminate wood flooring, counters and other improvments, No Pets",15525 Nordhoff Street #19,,2,2,1145,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23609924,-118.4710007,,,,,,,
5289596,,Regular,13017,This is a lovely 42-unit apartment home great location near all transportation and major freeways close to all major shopping centers,15537 Nordhoff Street #38,,1,1,1150,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23619843,-118.4710007,,,,,,,
5289597,,Regular,13017,"Nice, Peaceful, 42-unit Apartment Building located in North Hills. This Building is close to major Freeways, close to schools. Close to the North-ridge & Panorama Mall. Building has off street gated parking, Sparkling pool and on-site laundry Units have wood laminate, new carpet,refurbished counter tops, new light fixtures and ceiling fans plus new blinds. Each unit is approximately 544 sqft. Sunny & Bright...",15537 Nordhoff Street #18,,1,1,1150,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23619843,-118.4710007,,,,,,,
5289598,,Regular,13017,"Upper Unit remodeled with tiles floors and granite in kitchen, New Stove, Balcony, Fresh two tone paint, large closet, New A/C. For showing please call (818) 429 1012 Or Karla 818 419 9819.",15240 Nordhoff Street #5,,1,1,1195,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23519897,-118.4649963,,,,,,,
5289599,,Regular,13017,"Nice room on back of house, private entrance and parking",16234 Londelius Street,,1,1,1200,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.22900009,-118.4860001,,,,,,,
5289600,,Regular,13017,Just completed renovations on a 1/1 in North Hills.,9017 Langdon Avenue,,1,1,1225,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23419952,-118.4700012,,,,,,,
5289601,,Regular,13017,"Move In Special! $200 Rent Credit Off The First 6 Months! Totally Remodelled! Great Courtyard Building! Sparkling Pool! Great Location! Close to Cal State Northridge! Great Up and Coming Area! Freeway close for instant to access to everywhere! Rent amount including credit for the first 6 months will be $1,245 7th month credit ends. Offer Only Available With Approved Credit. Large 2 bedroom just refinished. L:arge windows facing the courtyard and street make this unit light and bright. There are air conditioning units in both bedrooms and the living room. The unit just received new paint, new switches and coverplates, new light fixtures, new stove, new door knobs, new pulls and hinges and a complete cleaning. No Pets",15525 Nordhoff Street #01,,2,2,1245,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23609924,-118.4710007,,,,,,,
5289602,,Regular,13017,"Our Large and beautiful 2 bedroom 1 bathroom comes with large kitchen with lots of cabinet space, granite counter tops, ceiling fan, central ac/heating and much more it is a must see Water, trash, and sewage paid by OWNER** Call or text Kathy 818-912-2287 for more info.",8960 Orion Avenue #37,,1,2,1350,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23350143,-118.4710007,,,,,,,
5289605,,Regular,13017,"Our spaciously LARGE fully remodeled 2 bed/1 bath apartment features: A cooks dream kitchen! Large semi open kitchen floor plan; new granite counter tops, garbage disposal, new stainless steel appliances, dark wood cabinets and a window above the sink. This unit has tile flooring in kitchen and bathroom area, laminated wood like flooring in living room/dinning room and hallway. Our large bedrooms feature wall length closets and carpeted flooring. All our units have central heating & air, a ceiling fan in the dining area, vertical blinds and new double pain windows which allows the unit to be noise free. The building has beautiful custom front doors, remote control access for our gated parking structure, front gate entry system, on-site surveillance cameras, on-site laundry facility, on-site manager, impressive landscaping and much more. This building stands out from the rest due to its clean and serene atmosphere. Make an appointment to see our Oasis, its a MUST see Close to mark ... (show more) ets, schools, freeway, bus stop and shopping center. Sorry, no pets allowed. Katherine 818-912-2287 Se habla espanol",8960 Orion Avenue #33,,1,2,1425,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23350143,-118.4710007,,,,,,,
5289606,,Regular,13017,"Great Courtyard Building! Sparkling Pool! Great Location! Close to Cal State Northridge! Great Up and Coming Area! Freeway close for instant to access to everywhere! Incredible Unit! First floor has large windows which let in lots of lightt. Both bedrooms are large with the master containing a large closet and bathroom en suite with air conditioning. The second bedroom is located next to the second bath and has airconditioning. We are remohabbing this unit so the unit will be completely refreshed with new paint, laminate wood flooring, counters and other improvments, No Pets",15525 Nordhoff Street #04,,2,2,1445,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23609924,-118.4710007,,,,,,,
5289607,,Regular,13017,"2 beds,2 baths GREAT APARTMENT! Not Specified unit Parking available. Call for details or to view",8844 Orion Avenue #38,,2,2,1450,"North Hills, CA 91343",North Hills,Los Angeles,91343,townhouse,34.23139954,-118.4710007,,,,,,,
5289608,,Regular,13017,"Furnished with furnitures gorgeous 2 BEDROOM 1 BATH for rent and ready to move in December! Freshly painted apartment on second floor with mountain View, Beautiful North Hills Neighborhood Hardwood and Tile Flooring, Bright & Spacious Open Layout. Near Schools, restaurants and stores at a convenient location. this upper level 2 bedroom unit that features private patio with courtyard views in a gated community that offers a prime central location. Kitchen offers tile counter tops, double sink and tons of storage in wood cabinetry and an adj dining area with ceiling fan. Bedrooms feature shared full hallway bathroom and tons of natural light. New Jacuzzi bathtub! The community offers a gated pool area, large laundry room, assigned covered tandem parking and easy access to shopping and freeways. 5 minutes from CSUN. Quiet location, away from the main street. 2 covered parking spaces included! Excellent North Hills Location Near Northridge, Granada Hills, Cal State Northridge, Van Nuys ... (show more) & More! Also near Monroe High, Sepulveda Middle School, Our Lady of Peace School, and Langdon Elementary School. NOTE: PLEASE drive by or walk by the building first before making an appointment for view. If this ad is up, it is still available!",15516 Nordhoff Street #216,,1,2,1450,"North Hills, CA 91343",North Hills,Los Angeles,91343,apartment,34.23550034,-118.4700012,,,,,,,
5289638,,Regular,13176,"Charming Wonderful light and bright three bedroom in nice residential neighborhood. This super clean house is newly remodeled and upgrades include; remodeled kitchen, central air/heat, energy efficient dual pane windows, new vanity in bathroom, new carpet in bedrooms, new laminate flooring in living room, dining room and hallway, automatic sprinklers in front and backyard! This home has a great open floorplan and loads of character! Other amentities include; workshop attached to detached garage, large backyard with fruit trees and a woodburning fireplace in living room! Gardener included! Don't miss out on this fantastic home! Please go to www.PrellisManagement.com to schedule a viewing or to apply for this property.",8607 Stansbury Avenue,,1,3,2050,"Panorama City, CA 91402",Panorama City,Los Angeles,91402,single_home,34.22639847,-118.4420013,,,,,,,
5289639,,Regular,13176,"Large bedroom, living room, with beautiful tiled floors, eating area and kitchen, large closets and one walk in closet and pantry",8539 Willis Avenue #21,,1,1,975,"Panorama City, CA 91402",Panorama City,Los Angeles,91402,apartment,34.22589874,-118.4560013,,,,,,,
5289640,,Regular,13176,"Beautiful newly remodeled 2 bedroom 2 bath apartment with large balcony located in the heart of Panorama City near the Panorama City at the intersections of Chase/Cedros This Beautiful 10 unit gated and secure complex features * Easy access to panorama and north hills malls * Proximity to all major public transportation lines * Minutes from 210, 405, and 118 freeways * Laundry on site * Gated and secure access The unit is on the second floor and features * Large master bedroom with private full bath and walk in closet * Split design allowing for ultra privacy in both bedrooms * Newly remodeled kitchen with designer tile flooring and countertop * Luxury laminated wood flooring in living room * Porcelin tile in bedrooms and bathrooms * Large private balcony * Central Heat+Air * Private gated 2 car subterranean parking Call Maritza at 818-310-7173 and ask about our 1/2 off SD special North Hills, Panorama, Van Nuys, Studio City, 405, 118, 5, 210, Northridge, 2 bedroom, 2 bathroom, 2 b ... (show more) ath,",8513 Cedros Avenue,,2,2,1345,"Panorama City, CA 91402",Panorama City,Los Angeles,91402,apartment,34.22520065,-118.4540024,,,,,,,
